Día de compra,Fecha de compra,Hora de compra,Comprado por,Contacto,Membresía,Frecuencia,Días de prueba,Auto renovaciones,Renovaciones pagadas,Día de inicio del último ciclo,Fecha de inicio del último ciclo,Hora de inicio del último ciclo,Día de fin del último ciclo,Fecha de fin del último ciclo,Hora de fin del último ciclo,Estado,Cancelado por,Ganancia,Método de pago,Origen de pago,Origen,Nombre del origen
Sunday,2024-11-08,03:15:14,Cliente 131,+522233168011,Básica,Semanal,7,Sí,3,Sunday,2020-12-04,09:26:22,Friday,2021-06-24,10:35:59,Activo,,$848.31,Transferencia bancaria,Online,Recomendación,Facebook
Thursday,2022-06-27,11:09:21,Cliente 440,+524587448373,Premium,Semanal,7,No,3,Thursday,2020-11-07,10:37:03,Saturday,2022-01-28,00:56:39,Activo,Cliente 120,,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Sunday,2022-11-02,07:30:04,Cliente 174,+525301546624,VIP,Mensual,7,Sí,8,Monday,2021-09-04,03:01:07,Tuesday,2023-01-02,08:14:43,Cancelado,,,Tarjeta de crédito,Tienda física,,
Friday,2022-03-23,14:44:21,Cliente 181,+525073804022,Premium,Semanal,30,No,3,Wednesday,2024-08-01,21:11:55,Thursday,2023-11-02,14:09:29,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Monday,2021-11-16,06:17:22,Cliente 259,+526925465769,VIP,Mensual,14,Sí,4,Saturday,2024-09-18,10:39:18,Monday,2020-10-09,20:56:57,Cancelado,,$593.57,Tarjeta de crédito,Online,Recomendación,
Wednesday,2023-10-22,02:57:58,Cliente 134,+526402233487,VIP,Anual,30,Sí,10,Tuesday,2022-03-28,14:33:57,Friday,2023-08-09,09:42:09,Inactivo,Cliente 337,,Transferencia bancaria,Online,Campaña publicitaria,Google Ads
Tuesday,2023-07-16,23:24:29,Cliente 156,+526069210317,Básica,Mensual,7,Sí,0,Monday,2020-12-21,04:50:44,Saturday,2021-11-05,01:54:57,Inactivo,,$407.57,Tarjeta de crédito,Online,Recomendación,Facebook
Tuesday,2024-04-06,02:52:12,Cliente 152,+528598333779,VIP,Anual,7,No,5,Friday,2020-01-20,21:58:38,Sunday,2020-02-08,18:37:54,Cancelado,,,PayPal,Tienda física,,Amigo
Sunday,2024-12-22,19:42:12,Cliente 5,+529434767993,Premium,Anual,7,Sí,3,Sunday,2021-12-15,00:57:19,Saturday,2021-03-15,14:52:29,Inactivo,Cliente 316,$651.43,PayPal,Online,,Amigo
Friday,2024-05-17,10:00:48,Cliente 207,+526316295205,Básica,Mensual,30,No,10,Wednesday,2020-09-16,04:06:18,Thursday,2021-08-12,11:09:24,Activo,Cliente 401,$655.56,Transferencia bancaria,Online,,Amigo
Sunday,2022-08-20,02:45:39,Cliente 425,+529975359111,Básica,Anual,7,Sí,6,Monday,2023-07-23,18:31:15,Friday,2020-06-13,09:50:23,Inactivo,,,Transferencia bancaria,Online,,
Saturday,2024-09-28,08:34:58,Cliente 266,+529545802172,Premium,Semanal,14,No,2,Thursday,2020-08-10,11:24:00,Saturday,2024-11-16,03:16:25,Inactivo,Cliente 61,,Transferencia bancaria,Online,Recomendación,Facebook
Thursday,2023-09-15,22:30:34,Cliente 35,+523809855766,VIP,Anual,30,No,8,Friday,2022-11-08,23:58:08,Saturday,2021-11-11,10:46:38,Inactivo,,$837.33,PayPal,Online,Campaña publicitaria,Amigo
Sunday,2020-11-20,03:32:16,Cliente 469,+521247469301,Premium,Anual,14,No,6,Saturday,2021-08-05,05:28:55,Sunday,2023-01-13,06:08:08,Inactivo,Cliente 53,,Transferencia bancaria,Online,Recomendación,Google Ads
Tuesday,2023-12-12,13:03:04,Cliente 244,+527587758002,VIP,Anual,14,Sí,0,Sunday,2024-01-21,13:15:59,Tuesday,2021-05-28,21:38:14,Inactivo,,$489.99,Tarjeta de crédito,Online,Recomendación,Google Ads
Sunday,2024-02-11,10:12:52,Cliente 15,+522452273706,VIP,Mensual,30,Sí,4,Saturday,2021-12-31,00:46:41,Sunday,2021-08-17,02:26:16,Inactivo,Cliente 362,$688.48,Tarjeta de crédito,Tienda física,,
Monday,2024-04-10,07:46:50,Cliente 392,+525608262999,Básica,Anual,30,Sí,8,Monday,2024-09-11,04:43:03,Sunday,2021-07-20,17:08:38,Inactivo,,$990.72,Transferencia bancaria,Tienda física,,Amigo
Wednesday,2022-01-25,10:36:19,Cliente 451,+529510305386,Premium,Semanal,14,Sí,0,Thursday,2022-03-04,21:06:51,Monday,2023-10-12,22:20:31,Inactivo,,,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Tuesday,2023-12-02,12:37:44,Cliente 9,+528900946633,Básica,Anual,30,No,4,Wednesday,2020-05-25,02:33:11,Tuesday,2024-01-15,01:02:45,Activo,Cliente 79,,PayPal,Online,Recomendación,
Sunday,2024-05-06,13:48:23,Cliente 212,+526250194512,VIP,Mensual,14,No,0,Thursday,2022-08-16,04:38:48,Monday,2022-02-09,02:57:28,Inactivo,,$271.08,Transferencia bancaria,Online,,Google Ads
Sunday,2020-06-04,12:17:43,Cliente 492,+526688399030,VIP,Mensual,30,No,1,Thursday,2020-01-28,06:15:50,Wednesday,2024-10-28,04:04:10,Cancelado,Cliente 246,,Transferencia bancaria,Tienda física,Recomendación,
Sunday,2024-07-06,21:56:17,Cliente 166,+528187636676,Básica,Mensual,14,Sí,5,Sunday,2024-06-16,04:38:05,Wednesday,2021-01-30,11:57:36,Cancelado,Cliente 319,$683.69,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Saturday,2022-02-13,21:57:05,Cliente 350,+521727157581,VIP,Mensual,30,Sí,3,Tuesday,2024-02-22,22:17:18,Sunday,2024-10-08,12:04:37,Inactivo,Cliente 236,,PayPal,Tienda física,,Google Ads
Thursday,2023-11-20,10:05:36,Cliente 321,+525509357400,VIP,Mensual,30,Sí,9,Thursday,2022-04-01,18:16:32,Monday,2022-10-17,03:54:09,Activo,Cliente 98,,Tarjeta de crédito,Tienda física,,Facebook
Saturday,2023-02-28,04:42:38,Cliente 316,+529221274000,Básica,Mensual,30,Sí,4,Tuesday,2024-07-22,15:45:07,Sunday,2021-03-31,07:15:07,Activo,,$513.74,Tarjeta de crédito,Online,Recomendación,Amigo
Sunday,2023-04-13,09:33:38,Cliente 171,+524920330418,Básica,Anual,7,Sí,1,Saturday,2024-08-17,15:53:28,Tuesday,2021-01-02,12:40:12,Cancelado,,$177.34,PayPal,Tienda física,Recomendación,Amigo
Tuesday,2020-10-11,19:51:46,Cliente 323,+528173469220,Básica,Anual,7,Sí,7,Friday,2024-10-02,09:02:54,Saturday,2024-08-11,06:19:33,Activo,,,PayPal,Tienda física,,
Thursday,2024-08-01,00:16:19,Cliente 93,+526624316485,Premium,Mensual,14,Sí,8,Friday,2022-03-20,17:33:15,Monday,2022-08-16,14:51:02,Inactivo,Cliente 94,$159.97,PayPal,Online,Campaña publicitaria,Google Ads
Wednesday,2022-08-20,11:49:16,Cliente 99,+523330468420,Básica,Semanal,7,Sí,0,Thursday,2020-08-26,23:43:40,Wednesday,2021-03-27,04:49:46,Activo,,$501.70,PayPal,Online,Recomendación,Facebook
Saturday,2020-12-25,16:28:22,Cliente 45,+521303113893,Premium,Mensual,14,No,7,Friday,2023-10-17,10:24:51,Friday,2021-05-19,04:56:54,Inactivo,Cliente 182,$970.72,PayPal,Tienda física,,Facebook
Saturday,2020-05-03,05:00:08,Cliente 265,+527395697292,VIP,Anual,14,No,8,Sunday,2023-05-09,12:53:56,Friday,2020-03-01,21:03:23,Inactivo,Cliente 211,,PayPal,Tienda física,,Facebook
Monday,2024-08-15,10:06:48,Cliente 473,+529093891916,Premium,Mensual,7,Sí,4,Thursday,2021-12-18,08:26:22,Sunday,2024-10-02,23:14:29,Inactivo,Cliente 190,$130.57,Transferencia bancaria,Online,Recomendación,Facebook
Tuesday,2022-01-12,17:35:19,Cliente 239,+525705717239,Básica,Mensual,30,No,1,Friday,2024-04-15,10:27:15,Wednesday,2021-12-29,20:29:56,Activo,Cliente 142,$323.95,PayPal,Online,Recomendación,
Monday,2024-10-04,23:42:47,Cliente 351,+529463807154,Premium,Mensual,7,No,10,Wednesday,2020-04-16,19:24:14,Sunday,2020-02-18,01:30:43,Activo,,,PayPal,Tienda física,Recomendación,
Tuesday,2024-05-27,16:25:00,Cliente 311,+527538169123,VIP,Semanal,7,Sí,0,Friday,2022-03-29,23:02:15,Monday,2021-07-01,13:20:31,Cancelado,Cliente 3,,Transferencia bancaria,Tienda física,Recomendación,
Thursday,2021-11-20,19:06:00,Cliente 419,+523489764634,Básica,Anual,7,Sí,5,Friday,2022-11-30,01:53:31,Monday,2024-06-30,21:32:22,Cancelado,,,PayPal,Tienda física,Recomendación,Facebook
Monday,2024-08-16,13:33:45,Cliente 315,+523688836030,VIP,Semanal,7,Sí,1,Sunday,2023-03-22,14:30:11,Saturday,2023-03-21,08:32:38,Inactivo,Cliente 283,$552.21,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Saturday,2021-01-26,14:58:49,Cliente 215,+526599487677,VIP,Anual,7,Sí,4,Thursday,2020-01-31,17:07:28,Saturday,2020-02-01,08:29:31,Inactivo,Cliente 60,$887.63,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Wednesday,2022-09-20,10:11:15,Cliente 256,+526530739543,Premium,Anual,30,Sí,6,Sunday,2023-04-26,08:04:16,Tuesday,2021-09-08,07:49:16,Inactivo,Cliente 362,,PayPal,Tienda física,,Amigo
Wednesday,2020-03-26,23:04:31,Cliente 225,+522589958369,Premium,Anual,7,Sí,5,Wednesday,2021-06-26,01:43:30,Sunday,2021-09-23,14:30:29,Inactivo,,$454.01,Tarjeta de crédito,Online,Campaña publicitaria,
Friday,2024-11-13,17:26:51,Cliente 218,+526344950838,VIP,Mensual,30,No,9,Saturday,2020-06-27,23:18:47,Sunday,2024-06-25,11:02:47,Inactivo,,,Tarjeta de crédito,Online,Campaña publicitaria,
Wednesday,2021-05-03,11:37:50,Cliente 435,+526169202599,Premium,Anual,14,Sí,8,Friday,2023-03-16,14:32:14,Wednesday,2023-07-20,02:23:14,Activo,Cliente 163,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Monday,2021-04-25,14:19:25,Cliente 190,+521140466809,Básica,Mensual,7,Sí,5,Saturday,2020-11-20,08:54:40,Friday,2021-06-05,07:42:25,Inactivo,Cliente 446,$581.42,PayPal,Online,Recomendación,Facebook
Wednesday,2023-06-17,22:25:05,Cliente 398,+523979186926,Premium,Anual,14,No,8,Sunday,2021-04-12,02:57:45,Tuesday,2022-12-26,20:44:27,Activo,Cliente 347,,Transferencia bancaria,Online,,
Monday,2022-09-29,10:16:43,Cliente 384,+525374426185,VIP,Semanal,30,Sí,3,Wednesday,2020-06-21,01:55:15,Tuesday,2021-04-12,14:38:01,Cancelado,Cliente 103,$196.91,PayPal,Online,,Google Ads
Wednesday,2024-08-28,13:07:29,Cliente 79,+523406645739,Premium,Mensual,7,Sí,4,Wednesday,2021-02-22,07:35:26,Sunday,2022-05-16,08:28:27,Activo,,$570.77,PayPal,Online,,Google Ads
Tuesday,2022-02-03,04:22:36,Cliente 146,+527944590896,Básica,Anual,7,No,7,Wednesday,2024-09-18,17:17:34,Sunday,2024-03-27,17:18:29,Cancelado,,$277.50,PayPal,Tienda física,Recomendación,Amigo
Tuesday,2024-04-02,05:48:22,Cliente 416,+529548977726,VIP,Semanal,30,No,4,Tuesday,2022-10-21,13:29:56,Saturday,2024-04-10,07:59:19,Inactivo,Cliente 441,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Monday,2020-01-10,08:05:59,Cliente 108,+529294060665,Básica,Semanal,14,Sí,8,Thursday,2023-12-28,08:48:01,Thursday,2021-07-09,10:15:38,Cancelado,,$480.08,PayPal,Online,Recomendación,Amigo
Sunday,2022-03-17,13:22:39,Cliente 43,+528096298838,VIP,Anual,14,Sí,6,Friday,2020-08-22,12:34:39,Wednesday,2024-04-17,10:53:51,Cancelado,Cliente 224,$990.27,PayPal,Online,Recomendación,Google Ads
Tuesday,2022-02-06,16:34:56,Cliente 320,+525269055837,VIP,Semanal,30,No,10,Sunday,2022-09-14,05:59:15,Saturday,2022-11-02,06:04:17,Inactivo,,,Transferencia bancaria,Online,,Google Ads
Tuesday,2021-05-20,15:05:47,Cliente 76,+526792998256,VIP,Semanal,7,Sí,7,Saturday,2020-01-30,10:55:52,Monday,2021-07-14,02:31:46,Cancelado,Cliente 150,,Tarjeta de crédito,Tienda física,,Amigo
Friday,2022-11-14,11:36:10,Cliente 293,+525068988600,Básica,Semanal,30,No,2,Tuesday,2023-08-20,12:09:11,Thursday,2021-10-30,15:39:00,Cancelado,Cliente 265,$420.88,Transferencia bancaria,Online,Campaña publicitaria,
Monday,2022-05-20,20:37:03,Cliente 107,+525356335904,Premium,Semanal,14,No,4,Sunday,2023-11-05,22:08:18,Monday,2023-01-24,02:59:20,Cancelado,,$239.86,PayPal,Tienda física,Recomendación,Facebook
Sunday,2024-01-08,22:41:06,Cliente 469,+521859335821,Básica,Semanal,14,No,2,Sunday,2020-05-03,08:48:26,Thursday,2021-07-29,02:39:47,Activo,,,PayPal,Online,Campaña publicitaria,Amigo
Friday,2023-11-22,23:50:00,Cliente 28,+528864188861,Básica,Mensual,14,Sí,0,Friday,2023-04-01,08:35:30,Monday,2022-09-01,21:05:31,Activo,Cliente 390,,Transferencia bancaria,Tienda física,Recomendación,Facebook
Saturday,2020-02-14,11:04:35,Cliente 364,+525409983280,VIP,Mensual,7,Sí,8,Wednesday,2023-04-25,08:33:27,Friday,2020-04-19,08:35:04,Activo,,,PayPal,Online,Recomendación,
Thursday,2022-01-27,22:58:12,Cliente 47,+522687459070,Básica,Semanal,7,Sí,9,Sunday,2022-01-03,21:43:19,Wednesday,2022-11-04,08:29:14,Inactivo,Cliente 341,,Transferencia bancaria,Online,Recomendación,
Thursday,2022-10-21,17:17:26,Cliente 384,+522395532281,Básica,Semanal,30,No,8,Friday,2021-08-27,10:21:48,Saturday,2020-04-20,10:04:30,Cancelado,Cliente 289,,Transferencia bancaria,Tienda física,Recomendación,Facebook
Wednesday,2024-08-11,15:54:26,Cliente 153,+524132937846,VIP,Semanal,7,No,9,Saturday,2020-10-27,14:03:08,Tuesday,2024-03-21,07:23:03,Activo,Cliente 353,,Tarjeta de crédito,Online,Campaña publicitaria,
Thursday,2021-09-22,14:45:15,Cliente 370,+525536072300,Premium,Anual,7,Sí,9,Sunday,2020-02-05,21:40:53,Tuesday,2024-01-20,12:06:10,Inactivo,Cliente 427,,Transferencia bancaria,Online,,Google Ads
Sunday,2021-03-16,13:34:26,Cliente 86,+529440745559,VIP,Mensual,7,Sí,6,Saturday,2022-10-09,14:08:08,Friday,2024-07-14,23:11:41,Cancelado,Cliente 58,$973.39,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Monday,2021-03-22,21:19:56,Cliente 318,+526871267971,Premium,Anual,30,Sí,6,Saturday,2024-04-10,07:58:48,Monday,2021-07-07,20:29:41,Cancelado,Cliente 73,$121.84,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Thursday,2022-04-05,10:23:54,Cliente 150,+525692664277,VIP,Mensual,30,Sí,9,Wednesday,2020-08-29,01:19:33,Saturday,2024-02-20,21:19:21,Cancelado,Cliente 426,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Friday,2021-09-13,17:40:19,Cliente 455,+528756497518,Básica,Mensual,14,No,4,Tuesday,2023-01-28,02:38:36,Wednesday,2022-08-26,10:32:26,Inactivo,Cliente 392,,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Tuesday,2024-09-08,14:39:30,Cliente 193,+527562032286,VIP,Semanal,30,No,10,Wednesday,2022-01-29,08:35:55,Monday,2022-05-31,07:29:53,Inactivo,,$530.80,Tarjeta de crédito,Online,Campaña publicitaria,
Thursday,2020-04-25,21:30:07,Cliente 134,+521116236379,Básica,Semanal,30,Sí,2,Monday,2021-03-21,20:14:34,Tuesday,2021-01-14,14:12:03,Inactivo,Cliente 187,,PayPal,Tienda física,Recomendación,Amigo
Saturday,2020-02-12,06:24:43,Cliente 457,+521949369744,Premium,Mensual,30,No,8,Monday,2022-05-21,10:24:19,Tuesday,2023-01-03,18:25:20,Inactivo,,$918.65,Transferencia bancaria,Online,Campaña publicitaria,
Monday,2024-12-16,12:15:48,Cliente 305,+524002097436,Premium,Anual,7,No,9,Tuesday,2021-08-01,12:44:18,Monday,2021-09-14,06:05:19,Inactivo,Cliente 119,,Tarjeta de crédito,Tienda física,,Amigo
Monday,2020-05-24,12:03:33,Cliente 304,+525323668334,Básica,Mensual,30,No,7,Monday,2024-08-22,07:14:23,Wednesday,2022-12-23,09:15:14,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Saturday,2023-03-25,23:29:39,Cliente 150,+522698543548,VIP,Semanal,14,Sí,6,Thursday,2023-04-07,05:11:00,Tuesday,2022-09-01,17:31:55,Activo,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Wednesday,2024-10-08,06:13:19,Cliente 26,+524876256611,Básica,Mensual,30,Sí,4,Friday,2022-05-11,00:55:35,Friday,2023-01-03,10:53:42,Activo,Cliente 376,$329.28,PayPal,Online,Campaña publicitaria,Google Ads
Thursday,2024-01-10,17:22:09,Cliente 266,+526918153124,Básica,Anual,14,No,8,Sunday,2024-01-14,07:50:35,Friday,2024-11-06,10:11:25,Inactivo,Cliente 219,$600.17,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Monday,2022-12-05,01:49:25,Cliente 141,+529547329715,VIP,Semanal,14,No,7,Friday,2024-11-28,23:09:52,Wednesday,2023-10-17,00:01:56,Cancelado,,$430.39,Tarjeta de crédito,Online,Campaña publicitaria,Facebook
Wednesday,2020-06-10,08:59:08,Cliente 45,+527183744674,Premium,Mensual,14,Sí,0,Thursday,2024-06-15,17:21:24,Sunday,2022-06-06,18:05:02,Activo,,$126.49,PayPal,Tienda física,Campaña publicitaria,Facebook
Saturday,2023-03-21,01:39:02,Cliente 476,+524543681588,Premium,Semanal,30,No,8,Wednesday,2021-12-14,17:19:02,Tuesday,2024-06-30,05:16:10,Cancelado,Cliente 219,$101.02,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Wednesday,2023-10-14,20:30:24,Cliente 130,+527986895544,Básica,Anual,30,No,6,Wednesday,2023-08-12,12:54:03,Monday,2023-05-04,19:14:44,Inactivo,Cliente 58,$956.51,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Monday,2022-04-25,03:47:09,Cliente 355,+526884498941,Premium,Mensual,14,Sí,6,Monday,2022-11-16,03:55:26,Sunday,2022-02-09,11:43:28,Inactivo,,,Tarjeta de crédito,Online,Recomendación,Facebook
Tuesday,2021-03-25,07:55:43,Cliente 430,+521730633522,Básica,Anual,30,Sí,1,Saturday,2024-05-23,11:55:17,Tuesday,2024-04-22,16:54:26,Cancelado,Cliente 359,,Tarjeta de crédito,Tienda física,,Facebook
Saturday,2023-04-20,16:20:23,Cliente 248,+525725076695,VIP,Mensual,14,No,5,Tuesday,2021-12-25,14:23:20,Friday,2023-11-26,15:14:20,Cancelado,Cliente 364,,Transferencia bancaria,Online,,
Monday,2022-02-06,02:38:25,Cliente 226,+522333815587,Premium,Mensual,7,Sí,7,Saturday,2022-07-18,10:39:43,Wednesday,2024-11-15,13:40:20,Inactivo,Cliente 77,$213.80,Tarjeta de crédito,Online,Recomendación,Google Ads
Saturday,2020-12-25,04:23:00,Cliente 144,+526084457734,Básica,Semanal,30,Sí,3,Wednesday,2023-11-20,21:22:27,Friday,2020-12-04,06:10:03,Inactivo,,,Transferencia bancaria,Tienda física,,Facebook
Saturday,2020-04-07,04:07:12,Cliente 462,+522834755802,Básica,Anual,7,Sí,6,Saturday,2021-08-05,19:06:24,Thursday,2020-02-14,06:14:09,Cancelado,,$921.08,PayPal,Online,Campaña publicitaria,Amigo
Saturday,2020-04-27,20:02:50,Cliente 243,+528970761376,VIP,Anual,14,No,4,Wednesday,2020-01-10,06:14:26,Friday,2022-11-28,00:22:18,Activo,Cliente 466,,Transferencia bancaria,Online,Campaña publicitaria,
Sunday,2021-04-06,12:38:29,Cliente 187,+526463942141,VIP,Mensual,30,Sí,0,Saturday,2024-02-03,01:09:44,Tuesday,2022-09-29,17:06:12,Activo,,,Tarjeta de crédito,Online,,Facebook
Monday,2023-06-19,13:46:38,Cliente 59,+528665915229,VIP,Mensual,7,Sí,9,Tuesday,2021-01-23,07:28:31,Thursday,2021-06-12,19:11:23,Cancelado,Cliente 248,$380.28,Tarjeta de crédito,Online,,Facebook
Saturday,2022-03-09,04:52:25,Cliente 181,+527037329658,VIP,Anual,7,No,9,Monday,2023-03-09,13:33:00,Sunday,2021-08-26,06:07:23,Activo,Cliente 204,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Sunday,2024-09-13,15:08:53,Cliente 340,+522544740889,Básica,Semanal,7,Sí,6,Thursday,2022-08-27,15:41:28,Wednesday,2024-08-06,13:22:59,Cancelado,Cliente 84,$265.00,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Sunday,2024-05-06,08:45:18,Cliente 247,+523381308491,Básica,Mensual,30,Sí,10,Wednesday,2021-12-14,00:21:40,Thursday,2024-07-13,07:28:23,Inactivo,,,PayPal,Tienda física,,Facebook
Sunday,2024-10-06,04:19:38,Cliente 339,+523415866850,VIP,Semanal,30,Sí,3,Saturday,2022-12-19,13:14:46,Thursday,2021-01-10,13:19:04,Inactivo,,$181.60,Tarjeta de crédito,Online,,
Wednesday,2022-12-22,17:42:26,Cliente 175,+528901251852,Básica,Mensual,7,Sí,10,Friday,2022-03-18,22:18:34,Wednesday,2021-10-31,22:01:21,Inactivo,,$432.75,PayPal,Online,,Google Ads
Thursday,2024-08-12,15:34:20,Cliente 76,+525764084817,VIP,Mensual,14,Sí,8,Thursday,2023-12-27,02:11:16,Monday,2023-11-25,06:51:08,Cancelado,Cliente 370,$498.01,PayPal,Online,Campaña publicitaria,Amigo
Saturday,2023-01-10,13:40:08,Cliente 243,+523790350040,Premium,Semanal,7,Sí,0,Tuesday,2020-08-29,16:25:27,Saturday,2021-11-28,11:21:58,Cancelado,Cliente 279,$581.04,Transferencia bancaria,Online,,Amigo
Saturday,2024-05-11,11:35:06,Cliente 204,+524652663863,VIP,Semanal,30,Sí,5,Saturday,2022-02-03,11:34:53,Sunday,2024-12-19,18:24:53,Inactivo,Cliente 305,,PayPal,Tienda física,Campaña publicitaria,Facebook
Wednesday,2020-01-25,22:28:11,Cliente 12,+523882761932,VIP,Anual,30,No,9,Tuesday,2020-01-02,07:08:37,Friday,2022-05-12,23:37:16,Inactivo,,$683.39,PayPal,Online,,Google Ads
Tuesday,2022-12-28,13:26:16,Cliente 2,+526654684607,VIP,Semanal,30,No,8,Tuesday,2022-06-13,09:09:34,Sunday,2020-05-26,22:42:20,Cancelado,,,Tarjeta de crédito,Online,Recomendación,Amigo
Friday,2023-07-11,21:07:57,Cliente 192,+527283472792,Premium,Mensual,14,Sí,8,Sunday,2021-01-09,02:14:34,Tuesday,2023-06-03,16:26:53,Inactivo,,$706.26,PayPal,Online,Campaña publicitaria,Amigo
Monday,2023-11-22,10:58:57,Cliente 276,+529519060251,VIP,Semanal,7,No,9,Tuesday,2021-06-07,06:54:22,Tuesday,2022-03-24,02:35:31,Inactivo,Cliente 283,$465.60,PayPal,Online,Campaña publicitaria,Amigo
Wednesday,2022-01-31,13:58:09,Cliente 474,+524218617388,Premium,Mensual,14,Sí,6,Tuesday,2021-10-21,15:54:53,Monday,2021-11-16,01:10:54,Activo,Cliente 477,$466.46,Transferencia bancaria,Tienda física,Campaña publicitaria,
Thursday,2023-11-22,07:33:17,Cliente 275,+527798221435,VIP,Anual,7,No,6,Sunday,2023-08-16,19:36:00,Friday,2022-01-22,14:15:00,Activo,,$357.24,Tarjeta de crédito,Online,Recomendación,
Thursday,2024-11-16,00:04:05,Cliente 250,+523303041733,Básica,Anual,14,No,7,Sunday,2020-04-26,13:58:03,Wednesday,2024-05-14,18:36:49,Cancelado,,$369.65,Transferencia bancaria,Tienda física,,Facebook
Monday,2021-11-25,01:44:45,Cliente 374,+527593062821,Premium,Mensual,7,Sí,7,Tuesday,2024-03-16,20:14:30,Sunday,2023-08-23,17:36:14,Inactivo,,$361.47,PayPal,Tienda física,Campaña publicitaria,
Monday,2020-03-15,16:57:30,Cliente 369,+524273204507,Premium,Mensual,30,Sí,7,Monday,2021-09-23,01:59:51,Saturday,2022-05-13,22:55:14,Cancelado,Cliente 19,$762.11,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Friday,2021-08-19,16:22:52,Cliente 179,+523189723804,Básica,Anual,14,No,9,Friday,2020-08-14,15:51:19,Wednesday,2020-05-12,17:09:15,Inactivo,,,Tarjeta de crédito,Online,,Amigo
Thursday,2021-08-13,14:09:46,Cliente 434,+527685020477,Premium,Semanal,7,Sí,2,Tuesday,2020-02-11,06:14:50,Friday,2020-05-16,06:35:01,Cancelado,Cliente 119,,PayPal,Tienda física,,Facebook
Saturday,2022-02-12,17:56:38,Cliente 459,+528080295728,Básica,Semanal,30,No,5,Thursday,2020-09-23,01:12:19,Thursday,2020-07-15,15:37:20,Inactivo,,,Tarjeta de crédito,Tienda física,,Facebook
Friday,2021-07-19,19:59:59,Cliente 476,+522524936398,VIP,Mensual,30,No,0,Sunday,2023-07-16,07:28:07,Monday,2022-09-30,07:37:41,Cancelado,Cliente 56,,Transferencia bancaria,Tienda física,,Amigo
Wednesday,2021-05-11,14:16:20,Cliente 300,+525195013389,VIP,Anual,14,No,0,Monday,2024-08-14,01:21:56,Tuesday,2023-03-03,21:13:15,Activo,Cliente 121,$254.36,Tarjeta de crédito,Online,Recomendación,Google Ads
Saturday,2020-01-18,06:40:59,Cliente 201,+529759235127,Premium,Anual,14,Sí,9,Monday,2022-11-22,20:14:28,Friday,2021-03-15,10:05:37,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,
